R,F,M,C,L,prediction
334.0,2.0,1206.0,1.5,454.0,3
529.0,3.0,1807.0,1.0,535.0,0
540.0,2.0,1800.0,1.0,1041.0,0
524.0,2.0,1800.0,1.0,558.0,0
603.0,2.0,1798.0,1.0,1902.0,0
2.0,3.0,1780.0,1.0069213,1218.0,4
459.0,3.0,1785.0,1.0,1310.0,0
494.0,2.0,1774.0,1.0,1287.0,0
398.0,2.0,1774.0,1.0,2137.0,0
560.0,2.0,1774.0,1.0,559.0,0
330.0,2.0,1773.0,1.0,466.0,0
469.0,2.0,1770.0,1.0,2528.0,0
307.0,2.0,1418.0,1.2433004,819.0,3
7.0,2.0,1426.0,1.2341865,1713.0,4
616.0,2.0,1749.0,1.0,834.0,0
403.0,2.0,1746.0,1.0,460.0,0
646.0,2.0,1746.0,1.0,646.0,0
404.0,2.0,1746.0,1.0,446.0,0
398.0,2.0,1744.0,1.0,1173.0,0
307.0,2.0,1740.0,1.0,1985.0,0
635.0,3.0,1740.0,1.0,1056.0,0
373.0,2.0,1158.0,1.5,1726.0,3
443.0,3.0,1737.0,1.0,881.0,0
599.0,3.0,1737.0,1.0,1028.0,0
402.0,2.0,1158.0,1.5,913.0,3
529.0,2.0,1158.0,1.5,530.0,3
574.0,2.0,1158.0,1.5,1986.0,3
597.0,3.0,1554.0,1.1151866,2414.0,0
669.0,2.0,1718.0,1.0,1172.0,0
414.0,2.0,1698.0,1.0,813.0,0
610.0,2.0,1692.0,1.0,1324.0,0
313.0,2.0,1671.0,1.0,833.0,0
659.0,2.0,1670.0,1.0,1150.0,0
627.0,3.0,1661.0,1.0,898.0,0
376.0,2.0,1395.0,1.1837634,983.0,0
519.0,3.0,1648.0,1.0,2951.0,0
524.0,2.0,1646.0,1.0,2386.0,0
576.0,2.0,1094.0,1.5,577.0,3
350.0,3.0,1636.0,1.0,374.0,0
401.0,2.0,1634.0,1.0,2442.0,0
186.0,2.0,1158.0,1.41,2610.0,1
348.0,3.0,1624.0,1.0,413.0,0
367.0,2.0,1623.0,1.0,1126.0,0
621.0,2.0,1623.0,1.0,1943.0,0
555.0,2.0,1622.0,1.0,2495.0,0
708.0,2.0,1622.0,1.0,2351.0,0
578.0,2.0,1622.0,1.0,1486.0,0
631.0,2.0,1622.0,1.0,990.0,0
709.0,2.0,1622.0,1.0,2714.0,0
413.0,2.0,1622.0,1.0,949.0,0
615.0,2.0,1622.0,1.0,777.0,0
639.0,2.0,1622.0,1.0,1214.0,0
402.0,2.0,1622.0,1.0,2307.0,0
476.0,2.0,1622.0,1.0,646.0,0
354.0,2.0,1613.0,1.0,3277.0,1
110.0,2.0,1380.0,1.165,2342.0,1
116.0,2.0,1139.0,1.41,1383.0,3
641.0,2.0,1602.0,1.0,822.0,0
561.0,2.0,1600.0,1.0,1330.0,0
639.0,2.0,1590.0,1.0,794.0,0
316.0,2.0,1589.0,1.0,3215.0,1
319.0,3.0,1356.0,1.1666666,1151.0,0
539.0,2.0,1577.0,1.0,1475.0,0
550.0,2.0,1577.0,1.0,890.0,0
632.0,2.0,1572.0,1.0,2948.0,0
518.0,2.0,1530.0,1.025,520.0,0
48.0,2.0,1379.0,1.1345178,3378.0,1
434.0,2.0,1560.0,1.0,524.0,0
103.0,2.0,1298.0,1.2,386.0,4
95.0,2.0,1298.0,1.2,376.0,4
708.0,2.0,1492.0,1.0369973,1261.0,0
445.0,2.0,1529.0,1.0,1164.0,0
332.0,2.0,1526.0,1.0,566.0,0
691.0,2.0,1526.0,1.0,784.0,0
475.0,2.0,1522.0,1.0,675.0,0
401.0,2.0,1522.0,1.0,414.0,0
434.0,2.0,1522.0,1.0,1223.0,0
698.0,2.0,1522.0,1.0,2001.0,0
499.0,2.0,1518.0,1.0,574.0,0
564.0,2.0,1518.0,1.0,1890.0,0
587.0,3.0,1516.0,1.0,2391.0,0
109.0,2.0,1298.0,1.165,2424.0,1
637.0,2.0,1160.0,1.3,636.0,0
401.0,2.0,1502.0,1.0,606.0,0
454.0,2.0,1494.0,1.0,2303.0,0
402.0,2.0,1494.0,1.0,419.0,0
539.0,2.0,1494.0,1.0,1623.0,0
583.0,2.0,1494.0,1.0,665.0,0
709.0,2.0,1494.0,1.0,1449.0,0
383.0,2.0,1492.0,1.0,1157.0,0
629.0,2.0,1489.0,1.0,706.0,0
576.0,2.0,1482.0,1.0,701.0,0
393.0,2.0,1482.0,1.0,393.0,0
714.0,2.0,1477.0,1.0,2655.0,0
418.0,3.0,1470.0,1.0,1154.0,0
647.0,2.0,980.0,1.5,1696.0,3
280.0,2.0,1298.0,1.13,436.0,4
185.0,2.0,1298.0,1.13,1182.0,4
599.0,3.0,1462.0,1.0,1836.0,0
673.0,2.0,1456.0,1.0,919.0,0
692.0,2.0,1456.0,1.0,889.0,0
456.0,2.0,1456.0,1.0,464.0,0
468.0,2.0,1456.0,1.0,1042.0,0
710.0,2.0,1208.0,1.2,721.0,0
547.0,2.0,1219.0,1.188269,627.0,0
404.0,2.0,1442.0,1.0,1689.0,0
348.0,2.0,1440.0,1.0,413.0,0
670.0,2.0,1436.0,1.0,1637.0,0
480.0,2.0,1298.0,1.1,565.0,0
713.0,2.0,1134.0,1.25,1779.0,0
337.0,2.0,1415.0,1.0,2345.0,0
692.0,2.0,942.0,1.5,1047.0,3
686.0,3.0,1336.0,1.0413173,2551.0,0
468.0,2.0,1385.0,1.0,815.0,0
632.0,2.0,1380.0,1.0,1127.0,0
444.0,2.0,1380.0,1.0,2477.0,0
637.0,2.0,1380.0,1.0,1033.0,0
401.0,2.0,1380.0,1.0,594.0,0
568.0,2.0,1380.0,1.0,624.0,0
348.0,2.0,1380.0,1.0,445.0,0
607.0,2.0,1380.0,1.0,3019.0,0
655.0,2.0,1380.0,1.0,2714.0,0
522.0,2.0,1380.0,1.0,524.0,0
721.0,2.0,1380.0,1.0,1204.0,0
658.0,2.0,1380.0,1.0,849.0,0
486.0,2.0,1380.0,1.0,537.0,0
581.0,2.0,1380.0,1.0,2874.0,0
393.0,2.0,1380.0,1.0,1311.0,0
377.0,2.0,1380.0,1.0,3042.0,0
576.0,2.0,1380.0,1.0,612.0,0
515.0,2.0,1380.0,1.0,2599.0,0
469.0,2.0,1380.0,1.0,1191.0,0
359.0,2.0,1380.0,1.0,915.0,0
684.0,2.0,1380.0,1.0,685.0,0
686.0,2.0,1380.0,1.0,1171.0,0
381.0,2.0,1380.0,1.0,521.0,0
594.0,2.0,1380.0,1.0,1026.0,0
560.0,2.0,1380.0,1.0,1824.0,0
702.0,2.0,1380.0,1.0,1660.0,0
650.0,2.0,1373.0,1.0,652.0,0
385.0,2.0,1370.0,1.0,385.0,0
351.0,2.0,1367.0,1.0,373.0,0
670.0,3.0,1239.0,1.1,2216.0,0
611.0,3.0,1362.0,1.0,1546.0,0
631.0,2.0,1354.0,1.0,684.0,0
686.0,2.0,1354.0,1.0,1737.0,0
656.0,2.0,1339.0,1.0,654.0,0
349.0,2.0,1339.0,1.0,2014.0,0
721.0,2.0,1339.0,1.0,720.0,0
402.0,2.0,1332.0,1.0,2098.0,0
655.0,2.0,1332.0,1.0,1389.0,0
675.0,2.0,1332.0,1.0,805.0,0
370.0,2.0,1330.0,1.0,2166.0,0
406.0,2.0,1312.0,1.0,407.0,0
671.0,2.0,1298.0,1.0,1090.0,0
426.0,2.0,1298.0,1.0,1343.0,0
694.0,2.0,1298.0,1.0,929.0,0
624.0,2.0,1298.0,1.0,1278.0,0
712.0,2.0,1298.0,1.0,749.0,0
401.0,2.0,1298.0,1.0,473.0,0
551.0,2.0,1298.0,1.0,3133.0,0
685.0,2.0,1298.0,1.0,713.0,0
644.0,2.0,1295.0,1.0,2373.0,0
51.0,2.0,908.0,1.41,2287.0,1
648.0,2.0,1158.0,1.1,1256.0,0
468.0,2.0,1269.0,1.0,471.0,0
411.0,2.0,1269.0,1.0,469.0,0
476.0,2.0,1269.0,1.0,2958.0,0
388.0,3.0,1239.0,1.0,431.0,0
622.0,2.0,1228.0,1.0,1574.0,0
714.0,2.0,1208.0,1.0,1888.0,0
728.0,2.0,1208.0,1.0,2111.0,0
590.0,2.0,1200.0,1.0,2178.0,0
259.0,2.0,1038.0,1.1469364,1041.0,4
445.0,2.0,1190.0,1.0,2420.0,0
659.0,2.0,1190.0,1.0,2027.0,0
404.0,2.0,1190.0,1.0,427.0,0
521.0,4.0,1161.0,1.0239449,3051.0,0
504.0,2.0,1180.0,1.0,1172.0,0
524.0,3.0,1164.0,1.0,713.0,0
651.0,2.0,1160.0,1.0,651.0,0
587.0,2.0,1160.0,1.0,587.0,0
725.0,2.0,1160.0,1.0,1580.0,0
635.0,2.0,1160.0,1.0,637.0,0
600.0,2.0,1160.0,1.0,874.0,0
638.0,2.0,1160.0,1.0,677.0,0
659.0,2.0,1160.0,1.0,1235.0,0
625.0,2.0,1160.0,1.0,627.0,0
339.0,2.0,1158.0,1.0,897.0,0
514.0,2.0,1158.0,1.0,3086.0,0
372.0,2.0,1158.0,1.0,372.0,0
605.0,2.0,1158.0,1.0,924.0,0
487.0,2.0,1158.0,1.0,517.0,0
585.0,2.0,1158.0,1.0,586.0,0
522.0,2.0,1158.0,1.0,522.0,0
372.0,2.0,1158.0,1.0,372.0,0
531.0,2.0,1158.0,1.0,804.0,0
597.0,2.0,1158.0,1.0,748.0,0
601.0,2.0,1158.0,1.0,2501.0,0
609.0,2.0,1158.0,1.0,1859.0,0
338.0,2.0,1158.0,1.0,1015.0,0
606.0,2.0,1158.0,1.0,668.0,0
717.0,2.0,1158.0,1.0,1343.0,0
702.0,2.0,1158.0,1.0,701.0,0
668.0,2.0,1158.0,1.0,1039.0,0
599.0,2.0,1158.0,1.0,710.0,0
669.0,2.0,1152.0,1.0,1027.0,0
394.0,2.0,1152.0,1.0,1201.0,0
504.0,2.0,1139.0,1.0,2849.0,0
404.0,2.0,1134.0,1.0,432.0,0
328.0,2.0,1134.0,1.0,2917.0,0
558.0,2.0,1134.0,1.0,2478.0,0
709.0,2.0,1134.0,1.0,2247.0,0
403.0,2.0,1050.0,1.0,1638.0,0
552.0,2.0,1003.0,1.0,2237.0,0
658.0,2.0,990.0,1.0,2396.0,0
413.0,2.0,980.0,1.0,413.0,0
417.0,2.0,980.0,1.0,464.0,0
387.0,2.0,977.0,1.0,1866.0,0
600.0,3.0,822.0,1.1656934,599.0,0
553.0,2.0,947.0,1.0,1963.0,0
559.0,2.0,942.0,1.0,710.0,0
527.0,2.0,908.0,1.0,1169.0,0
543.0,2.0,904.0,1.0,700.0,0
404.0,2.0,904.0,1.0,1959.0,0
508.0,2.0,826.0,1.0,1502.0,0
489.0,2.0,826.0,1.0,2344.0,0
386.0,3.0,822.0,1.0,396.0,0
301.0,2.0,751.0,1.089747,2587.0,1
480.0,2.0,760.0,1.0,938.0,0
661.0,2.0,760.0,1.0,2480.0,0
411.0,2.0,760.0,1.0,409.0,0
727.0,2.0,760.0,1.0,3278.0,0
517.0,2.0,760.0,1.0,1275.0,0
634.0,2.0,751.0,1.0,1619.0,0
340.0,4.0,736.0,1.0,706.0,0
488.0,2.0,721.0,1.0,1120.0,0
406.0,2.0,660.0,1.0,712.0,0
364.0,3.0,552.0,1.0,423.0,0
579.0,3.0,552.0,1.0,2157.0,0
67.0,2.0,368.0,1.05,2987.0,1
338.0,2.0,368.0,1.0,1072.0,0
466.0,2.0,368.0,1.0,2121.0,0
655.0,2.0,368.0,1.0,853.0,0
